# Machine-auditable coverage ledger for docs/card-script-lexicon.md.
# Columns: section, item, registered fixture, observable assertion, status.
# Every row must point to a registered gameplay fixture with an observable
# assertion. `covered-unverified` means the row is structurally integrated but
# has not yet been confirmed by a passing runtime result.
section	item	registered fixture	observable assertion	status
target	trigger chooser	lexicon/trigger_trained_fires_once.txt	trigger event resolution applies its effect to the triggering card	covered-unverified
target	trigger[to] chooser	lexicon/basic_mutate_triggers_mutation_event.txt	mutation resolution follows the trigger-to card relationship	covered-unverified
target	trigger[from] chooser	lexicon/trigger_damaged_fires.txt	damage trigger resolution follows the triggering source relationship	covered-unverified
target	controller player target	lexicon/target_player_and_zone_matrix.txt	controller damage lowers the source controller life total	covered-unverified
target	opponent player target	lexicon/target_player_and_zone_matrix.txt	opponent damage lowers the opposing player life total	covered-unverified
target	targetedplayer player target	lexicon/target_player_and_zone_matrix.txt	stored player target receives the second damage event	covered-unverified
target	player target	lexicon/target_player_and_zone_matrix.txt	generic player target accepts the opponent player	covered-unverified
target	abilitycontroller player target	lexicon/target_abilitycontroller_production.txt	production ability$ nested effect targets the activating player through abilitycontroller	covered-unverified
target	* zone	lexicon/target_player_and_zone_matrix.txt	all-zones target moves the matrix card to hand	covered-unverified
target	battlefield zone	lexicon/target_player_and_zone_matrix.txt	both-battlefields target moves the opponent permanent to exile	covered-unverified
target	inplay zone	lexicon/target_player_and_zone_matrix.txt	inplay alias moves its battlefield target to exile	covered-unverified
target	graveyard zone	lexicon/target_player_and_zone_matrix.txt	both-graveyards target moves the selected card to exile	covered-unverified
target	hand zone	lexicon/target_player_and_zone_matrix.txt	both-hands target moves the selected hand card to exile	covered-unverified
target	library zone	lexicon/target_player_and_zone_matrix.txt	both-libraries target moves the selected library card to exile	covered-unverified
target	exile zone	lexicon/target_player_and_zone_matrix.txt	both-exiles target returns the selected exile card to hand	covered-unverified
target	stack zone	lexicon/target_stack_zone_triggers.txt	both-stack event observation gains life when Shock is put on the stack	covered-unverified
target	reveal zone	lexicon/target_special_and_advanced.txt	ripple reveals and resolves the top library card through the reveal zone	covered-unverified
target	sideboard zone	lexicon/target_sideboard_commandzone_matrix.txt	both-sideboards target returns the selected sideboard card to hand	covered-unverified
target	commandzone zone	lexicon/target_sideboard_commandzone_matrix.txt	both-command-zones target returns the selected command card to hand	covered-unverified
target	mybattlefield zone	lexicon/effect_hiddenmoveto_moves_card_to_exile.txt	mybattlefield selects the controller permanent moved by hiddenmoveto	covered-unverified
target	opponentbattlefield zone	lexicon/target_player_and_zone_matrix.txt	opponent-battlefield target moves the opposing permanent to exile	covered-unverified
target	mygraveyard zone	lexicon/target_player_and_zone_matrix.txt	mygraveyard target moves the controller graveyard card to exile	covered-unverified
target	opponentgraveyard zone	lexicon/target_player_and_zone_matrix.txt	opponentgraveyard target moves the opposing graveyard card to exile	covered-unverified
target	myhand zone	lexicon/target_player_and_zone_matrix.txt	myhand target moves the controller hand card to exile	covered-unverified
target	opponenthand zone	lexicon/target_player_and_zone_matrix.txt	opponenthand target moves the opposing hand card to exile	covered-unverified
target	mylibrary zone	lexicon/target_player_and_zone_matrix.txt	mylibrary target moves the controller library card to exile	covered-unverified
target	opponentlibrary zone	lexicon/target_player_and_zone_matrix.txt	opponentlibrary target moves the opposing library card to exile	covered-unverified
target	myexile zone	lexicon/target_player_and_zone_matrix.txt	myexile target returns the controller exile card to hand	covered-unverified
target	opponentexile zone	lexicon/target_player_and_zone_matrix.txt	opponentexile target returns the opposing exile card to hand	covered-unverified
target	mystack zone	lexicon/target_stack_zone_triggers.txt	controller stack event observation gains life when Shock is cast	covered-unverified
target	opponentstack zone	lexicon/target_stack_zone_triggers.txt	opponentstack observation gains life for the opposing spell	covered-unverified
target	myreveal zone	lexicon/target_special_and_advanced.txt	ripple accesses the controller reveal zone while resolving	covered-unverified
target	opponentreveal zone	lexicon/target_special_and_advanced.txt	opponent reveal event reaches the opposing reveal-zone witness	covered-unverified
target	mysideboard zone	lexicon/target_sideboard_commandzone_matrix.txt	mysideboard target returns the controller sideboard card to hand	covered-unverified
target	opponentsideboard zone	lexicon/target_sideboard_commandzone_matrix.txt	opponentsideboard target returns the opposing sideboard card to hand	covered-unverified
target	mycommandzone zone	lexicon/target_sideboard_commandzone_matrix.txt	mycommandzone target returns the controller command card to hand	covered-unverified
target	opponentcommandzone zone	lexicon/target_sideboard_commandzone_matrix.txt	opponentcommandzone target returns the opposing command card to hand	covered-unverified
target	mybattlefieldhand composite zone	lexicon/target_my_battlefield_hand_moves_hand_card.txt	mybattlefieldhand includes the controller's hand	covered-unverified
target	nonbattlezone composite zone	lexicon/target_nonbattlezone_moves_hand_card.txt	nonbattlezone includes the selected nonbattlefield card	covered-unverified
target	mycastingzone composite zone	lexicon/target_special_and_advanced.txt	mycastingzone selects the controller graveyard card	covered-unverified
target	myrestrictedcastingzone composite zone	lexicon/target_my_restricted_casting_zone_moves_hand_card.txt	myrestrictedcastingzone includes the controller's hand	covered-unverified
target	mycommandplay composite zone	lexicon/target_my_command_play_zone_moves_permanent.txt	mycommandplay includes the controller's battlefield	covered-unverified
target	myhandlibrary composite zone	lexicon/target_my_hand_library_moves_hand_card.txt	myhandlibrary includes the controller's hand	covered-unverified
target	mygravelibrary composite zone	lexicon/target_my_grave_library_moves_grave_card.txt	mygravelibrary includes the controller's graveyard	covered-unverified
target	opponentgravelibrary composite zone	lexicon/target_opponent_grave_library_moves_grave_card.txt	opponentgravelibrary includes the opponent's graveyard	covered-unverified
target	mygraveexile composite zone	lexicon/target_my_grave_exile_moves_grave_card.txt	mygraveexile includes the controller's graveyard	covered-unverified
target	opponentgraveexile composite zone	lexicon/target_opponent_grave_exile_moves_grave_card.txt	opponentgraveexile includes the opponent's graveyard	covered-unverified
target	opponentcastingzone composite zone	lexicon/target_special_and_advanced.txt	opponentcastingzone selects the opponent graveyard card	covered-unverified
target	opponentrestrictedcastingzone composite zone	lexicon/target_opponent_restricted_casting_zone_moves_hand_card.txt	opponentrestrictedcastingzone includes the opponent's hand	covered-unverified
target	opponentcommandplay composite zone	lexicon/target_opponent_command_play_zone_moves_permanent.txt	opponentcommandplay includes the opponent's battlefield	covered-unverified
target	opponenthandlibrary composite zone	lexicon/target_opponent_hand_library_moves_hand_card.txt	opponenthandlibrary includes the opponent's hand	covered-unverified
target	mynonplaynonexile composite zone	lexicon/target_my_nonplay_nonexile_moves_hand_card.txt	mynonplaynonexile includes the controller's hand	covered-unverified
target	opponentnonplaynonexile composite zone	lexicon/target_opponent_nonplay_nonexile_moves_hand_card.txt	opponentnonplaynonexile includes the opponent's hand	covered-unverified
target	myhandexilegrave composite zone	lexicon/target_my_hand_exile_grave_moves_hand_card.txt	myhandexilegrave includes the controller's hand	covered-unverified
target	opponenthandexilegrave composite zone	lexicon/target_opponent_hand_exile_grave_moves_hand_card.txt	opponenthandexilegrave includes the opponent's hand	covered-unverified
target	myzones composite zone	lexicon/zone_myzones_damage_source.txt	myzones includes the controller's source zone	covered-unverified
target	opponentzones composite zone	lexicon/zone_opponentzones_target_source.txt	opponentzones includes the opponent's source zone	covered-unverified
target	<N> quantity	Rack_and_Ruin.txt	Rack and Ruin requires and resolves exactly two artifact targets	covered-unverified
target	<upto:N> quantity	generic/collected_conjuring_i1085.txt	up-to quantity limits the number of selected library cards	covered-unverified
target	<anyamount> quantity	generic/jaddi_lifestrider_i1085.txt	any-amount quantity lets the test tap both selected creatures	covered-unverified
target	<prex> quantity	generic/skeletal_scrying_x2_i1085.txt	pre-X quantity selects the cards used by the X-dependent cost	covered-unverified
target	<prexx> quantity	generic/hour_of_eternity_x1.txt	pre-XX quantity selects the X-dependent target count	covered-unverified
target	controller player selector	lexicon/target_player_and_zone_matrix.txt	controller selector damages its controller	covered-unverified
target	opponent player selector	lexicon/target_player_and_zone_matrix.txt	opponent selector damages the opponent	covered-unverified
target	targetedplayer player selector	lexicon/target_player_and_zone_matrix.txt	targetedplayer selector reuses the selected player	covered-unverified
target	player player selector	lexicon/effect_damage_changes_player_life.txt	player targeting selects the requested player for damage	covered-unverified
target	abilitycontroller player selector	lexicon/target_abilitycontroller_production.txt	production ability$ nested effect selects the activating player through abilitycontroller	covered-unverified
cost	{w} colored mana	lexicon/cost_colored_and_generic_pips_pay_abilities.txt	white pip pays a colored activated ability	covered-unverified
cost	{u} colored mana	lexicon/cost_colored_and_generic_pips_pay_abilities.txt	blue pip pays a colored activated ability	covered-unverified
cost	{b} colored mana	lexicon/cost_colored_and_generic_pips_pay_abilities.txt	black pip pays a colored activated ability	covered-unverified
cost	{r} colored mana	lexicon/cost_colored_and_generic_pips_pay_abilities.txt	red pip pays a colored activated ability	covered-unverified
cost	{g} colored mana	lexicon/cost_colored_and_generic_pips_pay_abilities.txt	green pip pays a colored activated ability	covered-unverified
cost	{N} generic mana	lexicon/cost_colored_and_generic_pips_pay_abilities.txt	generic mana pays a generic activated ability	covered-unverified
cost	{c} true-colorless mana	lexicon/mana_true_colorless_success.txt	true-colorless mana pays the true-colorless cost	covered-unverified
cost	{x} variable mana	generic/hour_of_eternity_x1.txt	X controls the copy count and payment	covered-unverified
cost	{x}{x} double-variable mana	generic/hour_of_eternity_x1.txt	the double-X path uses the announced X value	covered-unverified
cost	{x:color} restricted-X mana	lexicon/mana_color_restricted_x_success.txt	restricted X accepts only the matching color	covered-unverified
cost	{wb}/{cw} hybrid mana	generic/hybrid_mana.txt	hybrid payment accepts one legal hybrid branch	covered-unverified
cost	{p(color)} Phyrexian mana	lexicon/cost_phyrexian_life_branch.txt	Phyrexian mana pays with life when colored mana is absent	covered-unverified
cost	{i} snow mana	lexicon/mana_snow_source_payment.txt	snow mana requires a snow source	covered-unverified
cost	{value:...} dynamic mana	lexicon/mana_dynamic_value_graveyard.txt	dynamic value reads the selected graveyard count	covered-unverified
cost	{eval(expr)} evaluated mana	lexicon/cost_dynamic_eval_mycost_myevictcost.txt	eval(expr) pays the evaluated generic amount	covered-unverified
cost	{mycost} own-cost mana	lexicon/cost_dynamic_eval_mycost_myevictcost.txt	mycost charges the source's printed mana cost	covered-unverified
cost	{myevictcost} imprinted-cost mana	lexicon/cost_dynamic_eval_mycost_myevictcost.txt	myevictcost charges the imprinted card's mana cost	covered-unverified
cost	{chosencolor} chosen-color mana	lexicon/mana_chosen_color_persists.txt	chosen-color mana persists and is produced	covered-unverified
cost	{t} tap source cost	lexicon/cost_tap_source.txt	tap source cost taps the source	covered-unverified
cost	{t(target)} tap target cost	lexicon/cost_targeted_tap_sacrifice_exile.txt	Target tap cost taps the selected creature before gaining life	covered-unverified
cost	{crew(target)} crew cost	lexicon/cost_crew_target.txt	crew taps the selected creatures and casts the vehicle	covered-unverified
cost	{q} untap source cost	lexicon/cost_untap_gate_untapped.txt	untap source cost requires a tapped source	covered-unverified
cost	{q(target)} untap target cost	lexicon/cost_untap_crackleburr.txt	untap target cost requires a tapped candidate	covered-unverified
cost	{s} sacrifice source cost	lexicon/cost_sacrifice_source.txt	sacrifice source cost moves the source to its graveyard	covered-unverified
cost	{s(target)} sacrifice target cost	lexicon/cost_targeted_tap_sacrifice_exile.txt	Target sacrifice cost sacrifices the selected creature before gaining life	covered-unverified
cost	{s2l} top-library movement cost	lexicon/cost_to_library_from_hand.txt	s2l moves the selected card to the top of the library	covered-unverified
cost	{s2l(target)} targeted top-library movement cost	lexicon/cost_to_library_from_hand.txt	s2l target moves the selected hand card	covered-unverified
cost	{s2g} graveyard movement cost	lexicon/cost_to_grave_from_opponent_exile.txt	s2g moves an exiled card to its graveyard	covered-unverified
cost	{s2g(target)} targeted graveyard movement cost	lexicon/cost_to_grave_from_opponent_exile.txt	s2g target moves the selected exiled card	covered-unverified
cost	{saclands} sacrifice-all-lands cost	lexicon/cost_sacrifice_all_lands.txt	saclands sacrifices every controlled land	covered-unverified
cost	{e(target)} exile target cost	lexicon/cost_targeted_tap_sacrifice_exile.txt	Target exile cost exiles the selected graveyard card before gaining life	covered-unverified
cost	{e:N} energy cost	lexicon/cost_energy_payment.txt	energy cost consumes the requested energy	covered-unverified
cost	{emerge} emerge cost	lexicon/cost_emerge_reduction.txt	emerge reduces its cost by the sacrificed creature	covered-unverified
cost	{h} bounce cost	lexicon/cost_bounce_land_grants_trample.txt	bounce cost returns the selected land	covered-unverified
cost	{h(target)} targeted bounce cost	lexicon/cost_bounce_land_grants_trample.txt	targeted bounce cost returns the selected land	covered-unverified
cost	{l} one-life cost	lexicon/cost_bare_life_pip_pays_ability.txt	bare life cost reduces the controller's life and resolves damage	covered-unverified
cost	{l:N} specific-life cost	griselbrand.txt	pays the requested life amount as a cost	covered-unverified
cost	{l2e} mill-to-exile cost	lexicon/cost_exile_library_arc_slogger.txt	l2e exiles the top library cards	covered-unverified
cost	{d} random-discard cost	lexicon/cost_random_discard.txt	random discard cost moves a card from hand	covered-unverified
cost	{discard(target)} chosen-discard cost	lexicon/cost_discard_chosen_card.txt	chosen discard cost discards the selected card	covered-unverified
cost	{delve} delve cost	lexicon/cost_delve_multi_card.txt	delve exiles graveyard cards to pay generic mana	covered-unverified
cost	{delve(target)} targeted delve cost	lexicon/cost_delve_multi_card.txt	delve selects graveyard cards as payment	covered-unverified
cost	{m} mill-to-graveyard cost	lexicon/cost_mill_rot_farm_skeleton.txt	mill cost moves the top cards to the graveyard	covered-unverified
cost	{n} ninjutsu cost	lexicon/cost_ninjutsu_return_attacker.txt	ninjutsu cost returns an unblocked attacker	covered-unverified
cost	{kgoblin} Goblin offering	lexicon/cost_offering_variants.txt	Goblin offering sacrifices its matching subtype source	covered-unverified
cost	{kfox} Fox offering	lexicon/cost_offering_variants.txt	Fox offering sacrifices its matching subtype source	covered-unverified
cost	{kmoonfolk} Moonfolk offering	lexicon/cost_offering_variants.txt	Moonfolk offering sacrifices its matching subtype source	covered-unverified
cost	{krat} Rat offering	lexicon/cost_subtype_offering.txt	Rat offering reduces the Patron cost	covered-unverified
cost	{ksnake} Snake offering	lexicon/cost_offering_variants.txt	Snake offering sacrifices its matching subtype source	covered-unverified
cost	{convoke} convoke cost	lexicon/cost_convoke_multi_creature.txt	convoke taps creatures to pay generic mana	covered-unverified
cost	{convoke(target)} targeted convoke cost	lexicon/cost_convoke_multi_creature.txt	convoke target selects the payment creatures	covered-unverified
cost	{improvise} improvise cost	lexicon/cost_improvise_multi_artifact.txt	improvise taps artifacts to pay generic mana	covered-unverified
cost	{improvise(target)} targeted improvise cost	lexicon/cost_improvise_multi_artifact.txt	improvise target selects artifact payment sources	covered-unverified
cost	{cycle} cycling cost	generic/cycling.txt	cycling cost moves the card from hand and draws from the library	covered-unverified
cost	{c(counterspec)} counter cost	lexicon/cost_add_counter.txt	counter cost adds the requested counter as payment	covered-unverified
cost	{unattach} unattach cost	lexicon/cost_unattach_equipment.txt	unattach detaches the equipment as payment	covered-unverified
cost	kicker card field	lexicon/basic_hasotherkicker_pays_nonmana_kicker.txt	kicker field participates in alternate casting	covered-unverified
cost	other card field	lexicon/cost_convoke_multi_creature.txt	other field supplies an alternative cost	covered-unverified
cost	flashback card field	lexicon/basic_hasaftermath_casts_from_graveyard.txt	alternate graveyard casting uses the field	covered-unverified
cost	facedown card field	Morph#1.txt	facedown cost casts a morph creature	covered-unverified
cost	buyback card field	buyback.txt	buyback returns the first Capsize cast before the second cast goes to the graveyard	covered-unverified
cost	bestow card field	lexicon/cost_bestow_attaches.txt	bestow field selects the Aura alternate cost	covered-unverified
cost	retrace card field	lexicon/cost_retrace_land_discard.txt	retrace casts from the graveyard by discarding a land	covered-unverified
cost	suspend(N) card field	lexicon/cost_suspend_one_casts.txt	suspend field exiles the spell with time counters	covered-unverified
field	name=	lexicon/card_field_dispatches_gameplay.txt	card name identifies the actionable field-dispatch witness in the gameplay harness	covered-unverified
field	primitive=	lexicon/card_field_primitive_alias_preserves_behavior.txt	primitive dispatch preserves the primitive's gameplay behavior	covered-unverified
field	id=	lexicon/card_field_dispatches_gameplay.txt	id= identifies the injected field-dispatch witness that resolves damage	covered-unverified
field	grade=	lexicon/card_field_dispatches_gameplay.txt	grade=Supported is parsed on the gameplay field-dispatch witness	covered-unverified
field	rarity=	lexicon/card_field_dispatches_gameplay.txt	rarity-dispatched field witness remains playable and resolves its effect	covered-unverified
field	mana=	lexicon/card_field_dispatches_gameplay.txt	mana field determines the card's playable cost	covered-unverified
field	color=	lexicon/card_field_dispatches_gameplay.txt	forced red color is present on the creature used by the damage assertion	covered-unverified
field	type=	lexicon/card_field_dispatches_gameplay.txt	type field determines the permanent's gameplay type	covered-unverified
field	subtype=	lexicon/card_field_dispatches_gameplay.txt	Goblin subtype is present on the creature used by the gameplay assertion	covered-unverified
field	power=	lexicon/card_field_dispatches_gameplay.txt	power field supplies the creature's combat-relevant printed stats	covered-unverified
field	toughness=	lexicon/card_field_dispatches_gameplay.txt	toughness field supplies the creature's combat-relevant printed stats	covered-unverified
field	text=	lexicon/field_text_gameplay.txt	live gameplay card retains its text field alongside its resolving ability	covered-unverified
field	target=	lexicon/card_field_dispatches_gameplay.txt	target field makes the spell choose a legal target	covered-unverified
field	abilities=	lexicon/basic_boast_activates_after_attack.txt	abilities field installs boast behavior that can be activated after attacking	covered-unverified
field	auto=	lexicon/card_field_dispatches_gameplay.txt	auto field executes the scripted gameplay action	covered-unverified
field	auto<ZONE>=	lexicon/card_field_anyzone_executes_in_battlefield.txt	zone-specific auto text executes in the battlefield	covered-unverified
field	anyzone=	lexicon/card_field_anyzone_executes_in_battlefield.txt	anyzone text executes in the battlefield	covered-unverified
field	alias=	lexicon/card_field_primitive_alias_preserves_behavior.txt	alias dispatch preserves the aliased gameplay behavior	covered-unverified
field	kicker=	lexicon/basic_hasotherkicker_pays_nonmana_kicker.txt	kicker field participates in casting	covered-unverified
field	other=	lexicon/cost_convoke_multi_creature.txt	other field supplies an alternative cost	covered-unverified
field	otherrestriction=	lexicon/cost_emerge_reduction.txt	Abundant Maw's alternative cast is gated by its otherrestriction field	covered-unverified
field	restriction=	lexicon/basic_asflash_adventure_casts_during_upkeep.txt	Bonecrusher Giant's Adventure cast is gated by its restriction field	covered-unverified
field	flashback=	lexicon/basic_hasaftermath_casts_from_graveyard.txt	flashback-like graveyard casting uses the alternate field	covered-unverified
field	buyback=	buyback.txt	buyback field participates in the return-to-hand alternate cast	covered-unverified
field	bestow=	lexicon/cost_bestow_attaches.txt	bestow field enables attached Aura casting	covered-unverified
field	backside=	lexicon/effect_doubleside_turns_back_face.txt	backside identifies the alternate face	covered-unverified
field	retrace=	lexicon/cost_retrace_land_discard.txt	retrace field enables graveyard recasting	covered-unverified
field	suspend(N)=	lexicon/cost_suspend_one_casts.txt	suspend field creates the suspended cast path	covered-unverified
field	dredge=	lexicon/field_dredge_and_target.txt	dredge= replaces a draw and returns Dakmor Salvage to hand	covered-unverified
field	doublefaced=	lexicon/effect_doubleside_turns_back_face.txt	doublefaced marks the card as double-faced	covered-unverified
field	modular=	lexicon/basic_modular_transfers_counter.txt	modular field transfers its counter on death	covered-unverified
field	partner=	lexicon/basic_partner_finds_named_partner.txt	partner field finds its named partner	covered-unverified
field	aicode=	generic/collected_conjuring_i1085.txt	AI aicode chooser drives the gameplay cast-selection path	covered-unverified
field	crewbonus=	lexicon/field_crewbonus_gearshift_ace.txt	crewbonus= grants first strike to the Vehicle during combat	covered-unverified
field	phasedoutbonus=	lexicon/trigger_phasedin_draws.txt	Teferi's Imp executes its phased-out bonus during phase-out	covered-unverified
trigger	@each phase	lexicon/trigger_each_end_fires.txt	each phase trigger fires at the controller's end step	covered-unverified
trigger	@next phase	lexicon/trigger_next_end_fires_once.txt	next phase trigger fires once	covered-unverified
trigger	@rebounded	lexicon/trigger_rebounded_fires.txt	rebounded fires on the next upkeep	covered-unverified
trigger	@movedto	generic/triggers_at_movedto_i179.txt	Soul Warden gains life when another creature moves onto the battlefield, but not on controller changes	covered-unverified
trigger	@untapped	generic/trigger_untapped.txt	Wake Thrasher's power increases when Vitalize untaps the permanents	covered-unverified
trigger	@tapped	lifetap.txt	Lifetap gains life when the opponent's Forest becomes tapped	covered-unverified
trigger	@tappedformana	lexicon/trigger_tapped_for_mana_scopes.txt	tappedformana fires only for mana taps	covered-unverified
trigger	@producedmana	lexicon/trigger_producedmana_fires_for_mana_ability.txt	producedmana fires for produced mana	covered-unverified
trigger	@transformed	lexicon/trigger_transformed_equipment.txt	transformed fires when the permanent transforms	covered-unverified
trigger	@facedup	lexicon/trigger_facedup_life.txt	facedup fires when a morph turns face up	covered-unverified
trigger	@phasedin	lexicon/trigger_phasedin_draws.txt	phasedin fires when a permanent phases in	covered-unverified
trigger	@exerted	lexicon/trigger_exerted_untaps_others.txt	exerted fires after exerting	covered-unverified
trigger	@combat(attacking)	generic/sigarda_col_coven_i1085.txt	Sigarda's explicit attacking combat trigger resolves its coven library search after attack declaration	covered-unverified
trigger	@combat(attackedalone)	lexicon/trigger_attackedalone_fires_once.txt	the sole attacker emits the attackedalone event and gains one life	covered-unverified
trigger	@combat(notblocked)	lexicon/trigger_notblocked_fires_once.txt	the unblocked attacker emits the notblocked event and gains one life	covered-unverified
trigger	@combat(blocked)	generic/trigger_blocked.txt	Brushwagg's combined blocked trigger changes its combat result when it becomes blocked	covered-unverified
trigger	@combat(blocking)	generic/trigger_blocking.txt	Brushwagg's combined blocking trigger changes its combat result when it blocks	covered-unverified
trigger	@damaged	lexicon/trigger_damaged_fires.txt	damaged fires for any matching damage	covered-unverified
trigger	@damageof	lexicon/trigger_damageof_fires.txt	damageof fires when the controller is damaged	covered-unverified
trigger	@damagefoeof	lexicon/trigger_damagefoeof_fires.txt	damagefoeof fires when the opponent is damaged	covered-unverified
trigger	@combatdamaged	lexicon/trigger_combatdamaged_fires.txt	combatdamaged fires for combat damage	covered-unverified
trigger	@combatdamageof	lexicon/trigger_combatdamageof_fires.txt	combatdamageof fires for controller combat damage	covered-unverified
trigger	@combatdamagefoeof	lexicon/trigger_combatdamagefoeof_fires.txt	combatdamagefoeof fires for opponent combat damage	covered-unverified
trigger	@noncombatdamaged	lexicon/trigger_noncombatdamaged_fires.txt	noncombatdamaged fires for noncombat damage	covered-unverified
trigger	@noncombatdamageof	lexicon/trigger_noncombatdamageof_fires.txt	noncombatdamageof fires for controller noncombat damage	covered-unverified
trigger	@noncombatdamagefoeof	lexicon/trigger_noncombatdamagefoeof_fires.txt	noncombatdamagefoeof fires for opponent noncombat damage	covered-unverified
trigger	@lifed	lexicon/trigger_lifed_fires.txt	lifed fires for life gain	covered-unverified
trigger	@lifeof	lexicon/trigger_lifeof_fires.txt	lifeof fires for controller life gain	covered-unverified
trigger	@lifefoeof	lexicon/trigger_lifefoeof_fires.txt	lifefoeof fires for opponent life gain	covered-unverified
trigger	@lifeloss	lexicon/trigger_lifeloss_fires.txt	lifeloss fires for life loss	covered-unverified
trigger	@lifelostof	lexicon/trigger_lifelostof_fires.txt	lifelostof fires for controller life loss	covered-unverified
trigger	@lifelostfoeof	lexicon/trigger_lifelostfoeof_fires.txt	lifelostfoeof fires for opponent life loss	covered-unverified
trigger	@drawn	lexicon/trigger_drawn_fires.txt	drawn fires for the static draw scope	covered-unverified
trigger	@drawof	lexicon/trigger_drawof_fires.txt	drawof fires for controller draws	covered-unverified
trigger	@drawfoeof	lexicon/trigger_drawfoeof_fires.txt	drawfoeof fires for opponent draws	covered-unverified
trigger	@counteradded	lexicon/trigger_counteradded_once_per_event.txt	counteradded fires when a counter is added	covered-unverified
trigger	@counterremoved	lexicon/trigger_counterremoved_fires_on_remove.txt	counterremoved fires when a counter is removed	covered-unverified
trigger	@countermod	lexicon/trigger_countermod_fires_on_add.txt	countermod fires on a counter modification	covered-unverified
trigger	@totalcounteradded	lexicon/trigger_totalcounteradded_fires_once.txt	totalcounteradded fires once for the event	covered-unverified
trigger	@totalcounterremoved	lexicon/trigger_counterremoved_fires_on_remove.txt	totalcounterremoved observes counter removal	covered-unverified
trigger	@targeted	generic/livewire_lash_i1085.txt	Livewire Lash's targeted trigger deals damage when the equipped Bear is targeted by Shock	covered-unverified
trigger	@vampired	[at]Vampired#1.txt	Vampiric Dragon puts a counter on itself after its damaged Goblin dies	covered-unverified
trigger	@sacrificed	generic/kathari_bomber_sacrifice_i1146.txt	Body Dropper receives its counter when Kathari Bomber sacrifices itself	covered-unverified
trigger	@exploited	lexicon/trigger_exploited_fires.txt	exploited fires when a creature is exploited	covered-unverified
trigger	@discarded	lexicon/trigger_discarded_fires_for_card.txt	The discarded-card trigger gains life when its own card is discarded from hand	covered-unverified
trigger	@cycled	lexicon/trigger_cycled_fires_once.txt	cycled fires after cycling	covered-unverified
trigger	@tokencreated	lexicon/trigger_tokencreated_per_token.txt	tokencreated fires for each created token	covered-unverified
trigger	@mutated	lexicon/basic_mutate_triggers_mutation_event.txt	mutated fires after mutation	covered-unverified
trigger	@boasted	lexicon/trigger_boasted_fires_once.txt	boasted fires after boast	covered-unverified
trigger	@defeated	lexicon/trigger_defeated_fires.txt	defeated fires when the battle is defeated	covered-unverified
trigger	@surveiled	lexicon/trigger_surveiled_fires_once.txt	surveiled fires after surveil	covered-unverified
trigger	@foretold	lexicon/trigger_foretold_fires_once.txt	foretold fires after foretell	covered-unverified
trigger	@trained	lexicon/trigger_trained_fires_once.txt	trained fires after training	covered-unverified
trigger	@scryed	lexicon/trigger_scryed_fires_once.txt	scryed fires after scry	covered-unverified
trigger	@ninjutsued	lexicon/trigger_ninjutsued_fires.txt	ninjutsued fires after ninjutsu	covered-unverified
trigger	@explored	lexicon/trigger_explored_fires_once.txt	explored fires after explore	covered-unverified
trigger	@bearerchosen	lexicon/effect_becomesringbearer_fires_bearer_trigger.txt	The first Ring-bearer selection emits bearerchosen and gains life	covered-unverified
trigger	@bearernewchosen	lexicon/trigger_bearernewchosen_fires.txt	bearernewchosen fires for a new Ring-bearer	covered-unverified
trigger	@dungeoncompleted	lexicon/effect_completedungeon_fires_completion_trigger.txt	dungeoncompleted fires when a dungeon completes	covered-unverified
trigger	@dierolled	lexicon/trigger_dierolled_fires.txt	dierolled fires after a die roll	covered-unverified
trigger	@coinflipped	lexicon/trigger_coinflipped_branch.txt	coinflipped fires after a coin flip	covered-unverified
trigger	@poisonedof	lexicon/trigger_poisoned_controller_fires.txt	poisonedof fires for controller poison	covered-unverified
trigger	@poisonedfoeof	lexicon/trigger_poisoned_foe_fires.txt	poisonedfoeof fires for opponent poison	covered-unverified
trigger	@energizedof	lexicon/trigger_energized_controller.txt	energizedof fires for controller energy	covered-unverified
trigger	@energizedfoeof	lexicon/trigger_energized_foe_fires.txt	energizedfoeof fires for opponent energy	covered-unverified
trigger	@experiencedof	lexicon/trigger_experienced_controller_fires.txt	experiencedof fires for controller experience	covered-unverified
trigger	@experiencedfoeof	lexicon/trigger_experienced_foe_fires.txt	experiencedfoeof fires for opponent experience	covered-unverified
trigger	@proliferateof	lexicon/trigger_proliferated_controller_fires.txt	proliferateof fires for controller proliferate	covered-unverified
trigger	@proliferatefoeof	lexicon/trigger_proliferated_foe_fires.txt	proliferatefoeof fires for opponent proliferate	covered-unverified
trigger	@ringtemptedof	lexicon/trigger_ringtempted_controller_fires.txt	ringtemptedof fires for controller Ring temptation	covered-unverified
trigger	@ringtemptedfoeof	lexicon/trigger_ringtempted_foe_fires.txt	ringtemptedfoeof fires for opponent Ring temptation	covered-unverified
trigger	@becomesmonarchof	lexicon/trigger_monarch_controller_fires.txt	becomesmonarchof fires for controller monarch change	covered-unverified
trigger	@becomesmonarchfoeof	lexicon/trigger_monarch_foe_fires.txt	becomesmonarchfoeof fires for opponent monarch change	covered-unverified
trigger	@takeninitiativeof	lexicon/trigger_initiative_controller_fires.txt	takeninitiativeof fires for controller initiative	covered-unverified
