Brightclimb Pathway	SAME	Both texts describe the exact same ability: tapping the card to add one white mana. The mention of 'Grimclimb Pathway' in TEXT A is clearly a typo or a reference to the card's other half (which is not
Brine Comber	SAME	The functional behavior of the card is identical in both texts. The trigger condition (entering the battlefield or becoming the target of an Aura spell), the effect (creating a 1/1 white Spirit token,
Brine Giant	SAME	TEXT A describes the functional effect of the keyword ability 'Affinity for enchantments' found in TEXT B. The parenthetical text in TEXT B explicitly defines the ability as 'This spell costs {1} less
Brimaz, King of Oreskos	SAME	The only differences between TEXT A and TEXT B are the templating verbs 'put... onto the battlefield' (TEXT A) versus 'create' (TEXT B). As per the instructions, this is a change in wording style/era,
Brinebound Gift	SAME	The functional difference between 'Brinebound Gift' (the card name) and 'this Aura' (the text reference) is purely templating. In Magic: The Gathering, a card's name in its own text refers to itself, 
Broken Visage	SAME	Both texts describe the exact same game effect: destroying a specific target, preventing regeneration, creating a token with the destroyed creature's power and toughness, and forcing the sacrifice of 
Brinelin, the Moon Kraken	SAME	The only difference between the texts is the conjunction connecting the two triggers: TEXT A uses 'or' while TEXT B uses 'and'. In Magic: The Gathering rules, a triggered ability with multiple trigger
Bristly Bill, Spine Sower	SAME	The only difference between the two texts is the phrasing 'a land enters under your control' (TEXT A) versus 'a land you control enters' (TEXT B). These phrases are functionally identical in Magic:the
Wood Elemental	DIFFERENT	The two texts define the card's power and toughness differently. TEXT A states the Elemental enters with +1/+1 counters for each Forest sacrificed, meaning the power/toughness increase is permanent (a
Brokkos, Apex of Forever	SAME	The only difference between the two texts is the phrasing 'Brokkos, Apex of Forever' in TEXT A versus 'this card' in TEXT B. In the context of the card's ability, both phrases refer to the exact same:
Brushfire Elemental	SAME	The two texts describe identical game mechanics. The differences are purely stylistic or templating updates: 'Brushfire Elemental' vs 'This creature' (referring to the same object), 'under your' vs 'y
Brutal Cathar	SAME	The only difference between the two texts is the trigger word 'When' (TEXT A) versus 'Whenever' (TEXT B). In Magic: The Gathering rules, both terms function identically for triggered abilities that do
Brutal Expulsion	SAME	The functional difference between 'put into a graveyard' (Text A) and 'die' (Text B) is purely templating. In Magic: The Gathering rules, a permanent 'dies' if and only if it is put into a graveyard. 
Burly Breaker	SAME	The functional text of both versions is identical. Both define the same Ward cost ({1}), the same Daybound trigger condition (casting no spells during a turn), and the same Daybound effect (becoming '
Burn the Accursed	SAME	The functional text of both versions is identical. Both deal 5 damage to a target creature and 2 damage to that creature's controller, and both replace the creature's death this turn with exile. The 1
Burn at the Stake	DIFFERENT	The target scope has changed. TEXT A restricts the damage to a 'target creature or player', whereas TEXT B allows the damage to be dealt to 'any target'. In current Magic: The Gathering rules, 'any' (
Cabal Conditioning	SAME	The only difference between the two texts is the substitution of the word 'highest' with 'greatest'. In the context of Magic: The Gathering rules, these terms are functionally identical when referring
Bushmeat Poacher	SAME	The only difference between the two texts is the phrasing 'that creature's toughness' versus 'the sacrificed creature's toughness'. In the context of the ability, 'that creature' unambiguously refers,
By Invitation Only	SAME	The addition of 'of their choice' in TEXT B is a clarification of the default rules of Magic: The Gathering. When a rule instructs a player to sacrifice a specific number of creatures, the player in a
Cabal Initiate	SAME	The two texts describe identical game mechanics. TEXT A uses the card name 'Cabal Initiate' while TEXT B uses 'This creature', which is functionally equivalent in this context. The conditions for the 
Cabal Therapist	SAME	The only difference between the two texts is the phrasing of the timing trigger: 'precombat main phase' (TEXT A) versus 'first main phase' (TEXT B). In Magic: The Gathering rules, these terms refer to
Cacophony Unleashed	SAME	The only difference between the two texts is the phrase 'under your control' in TEXT B versus its absence in TEXT A. In the context of the trigger condition 'Whenever Cacophony Unleashed or another [X
Cabal Therapy	SAME	The only difference between the two texts is the substitution of 'Name' with 'Choose' in the first sentence. In Magic: The Gathering rules, 'Name a card' and 'Choose a card name' are functionally and 
Cackling Culprit	SAME	The functional mechanics of both texts are identical. TEXT A uses 'Cackling Culprit' and 'another creature you control' to refer to the source and other creatures, while TEXT B uses 'this creature' (a
Caged Sun	SAME	The functional mechanics of both texts are identical. Both require choosing a color upon entry, grant +1/+1 to creatures of that color you control, and trigger an additional mana addition when a land'
Callous Dismissal	SAME	The functional difference between 'Amass 1' and 'Amass Zombies 1' is negligible in this specific context. Both text blocks result in the creation of a 0/0 black Zombie Army token if the player doesn't
Calix, Guided by Fate	SAME	The only difference between the two texts is the phrase 'under your control' in TEXT A versus 'you control' in TEXT B within the first ability. In Magic: The Gathering rules, 'enters under your [noun]
Candletrap	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or templating updates: 'Sacrifice Candletrap' vs 'Sacrifice this Aura' (referring to the same object), and the hyph
Canopy Baloth	SAME	The two texts describe the exact same game mechanic. 'Enters under your control' (Text A) and 'you control enters' (Text B) are functionally identical in this context, as a land entering the game is a
Captain Storm, Cosmium Raider	SAME	The phrase 'an artifact enters under your control' (Text A) and 'an artifact you control enters' (Text B) are functionally identical in Magic: The Gathering rules. Both trigger on the event of an Artf
Canyon Jerboa	SAME	The difference between 'enters under your control' (Text A) and 'enters' (Text B) in the context of the Landfall trigger is purely templating. In Magic rules, a land entering 'under your control' is a
Captain's Hook	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or templating updates: 'Captain's Hook' vs 'this Equipment' (referring to the same object), 'Equip 1' vs 'Equip {1}
Captain Lannery Storm	SAME	Both texts describe the exact same game mechanics: the card has Haste, creates a Treasure token upon attacking, and grants +1/+0 to itself when a Treasure is sacrificed. The difference in wording ('T,
Captivating Crew	SAME	The restriction 'Activate this ability only any time you could cast a sorcery' in TEXT A is functionally identical to 'Activate only as a sorcery' in TEXT B. Both phrases impose the same timing window
Captivating Unicorn	SAME	The phrase 'under your control' in TEXT A and 'you control' in TEXT B are functionally identical in Magic: The Gathering rules. Both specify that the trigger condition is met only when the enchantment
Captain's Maneuver	DIFFERENT	The scope of valid targets has changed. TEXT A restricts targets to 'creature or player', whereas TEXT B expands this to include 'planeswalker'. This is a functional change because TEXT B allows the X
Carth the Lion	SAME	The two texts describe identical game mechanics. The only difference is the formatting of the cost increase: TEXT A uses the word '+1' while TEXT B uses the symbol '[+1]'. In Magic: The Gathering, the
Case of the Uneaten Feast	SAME	The only difference between the texts is the phrase 'under your control' in TEXT A versus 'you control' in TEXT B. These phrases are functionally identical in Magic: The Gathering rules, both meaning:
Cataclysm	SAME	The only difference between the two texts is the addition of the word 'among' in TEXT B ('chooses from among the permanents' vs 'chooses from the permanents'). This is a minor grammatical variation in
Catapult Captain	SAME	The functional text of both versions is identical. Both require the same cost ({2}{B}, {T}, Sacrifice another creature) and produce the exact same effect (Target opponent loses life equal to the lost-
Catapult Fodder	SAME	The functional trigger condition (beginning of combat on your turn), the specific requirement (three or more creatures with toughness greater than power), and the resulting action (transform) are math
Catti-brie of Mithral Hall	SAME	The two texts are functionally identical. The only differences are minor stylistic variations (e.g., 'Whenever Catti-brie of Mithral Hall attacks' vs 'Whenever Catti-brie attacks'), which are ignored.
Catch // Release	SAME	The core functional mechanics of both halves are identical. The 'Catch' half (gain control, untap, haste) is functionally the same. The 'Release' half in both texts requires each player to sacrifice a
Celeborn the Wise	SAME	The two texts describe identical game mechanics. The only differences are the omission of the card name 'Celeborn the Wise' in the second clause of TEXT B (replaced by 'Celeborn'), which is a standard
Catlike Curiosity	SAME	The functional outcome of both texts is identical. TEXT A uses a triggered ability on the Aura itself that checks if the *enchanted creature* deals damage, while TEXT B grants that triggered ability *
Chain Devil	SAME	The core function of the ability is identical in both texts. Both trigger when the creature enters the battlefield and require each player to sacrifice a nontoken creature. The addition of 
Celebrity Fencer	SAME	The functional behavior is identical. Both texts describe the 'Alliance' ability triggering when another creature enters the battlefield under the controller's control, resulting in a +1/+1 counter on
Cenn's Tactician	SAME	The addition of the phrase 'each combat' in TEXT B is a clarification of the existing rule that continuous effects (like 'can block an additional creature') apply only during the current combat phase.
Cave of Temptation	SAME	The functional differences between the two texts are purely templating and terminology updates, not changes to the card's mechanics. Specifically: 1) '{1}' in TEXT A corresponds to '{C}' (colorless) /
Chainer's Torment	SAME	The only difference between the two texts is the subject of the first two chapters: TEXT A says 'Chainer's Torment deals 2 damage' while TEXT B says 'This Saga deals 2 damage'. Since 'Chainer's Tormon
Champion of Stray Souls	SAME	The two texts describe identical game mechanics. The only difference is the phrasing of the second ability: TEXT A says 'Put Champion of Stray Souls on top of your library from your graveyard,' while,
Chainer, Nightmare Adept	SAME	The differences between TEXT A and TEXT B are purely stylistic or templating updates (e.g., 'creature card' vs 'creature spell', 'enters under your control' vs 'you control enters', 'this turn' vs 'a'
Champion of the Perished	SAME	The functional behavior is identical. Both texts trigger on the same event (another Zombie entering the battlefield under the controller's control) and perform the same action (placing a +1/+1 counter
Chandra's Firemaw	SAME	The two texts describe identical game mechanics. The only differences are the omission of the word 'this' before 'creature' in TEXT A (which is implied by the card name) and the omission of the word '
Chancellor of the Tangle	SAME	The only difference between the two texts is the addition of the phrase 'of the game' in TEXT B. In Magic: The Gathering rules, 'your first main phase' inherently refers to the first main phase of the
Chandra's Outburst	SAME	The two texts describe identical game mechanics. The only difference is the omission of the word 'it' in the phrase 'shuffle it' in TEXT B, which is a grammatical variation with no impact on the game.
Chandra's Flame Wave	SAME	The only difference between the two texts is the omission of the word 'it' in the final sentence of TEXT B ('shuffle' vs 'shuffle it'). This is a minor grammatical variation that does not alter the or
Chandra's Triumph	SAME	The functional difference between the two texts is negligible. TEXT A specifies '5 damage to that permanent instead', while TEXT B specifies '5 damage instead'. In the context of the first sentence, '
Chaplain of Alms	SAME	The functional text of both versions is identical. Both grant First Strike, Ward {1}, and the Disturb {3}{W} ability. The only difference is that Text A includes the name of the transformed side (
Chandra, Fire of Kaladesh	DIFFERENT	The scope of the first ability changed. TEXT A restricts the target to a 'target player', whereas TEXT B expands the target to 'target player or planeswalker'. This is a functional change in the card,
Chapel Shieldgeist	SAME	The functional text of both versions is identical. Both grant Flying and First Strike, give all creatures you control Ward {1}, and replace the card's death with exile. The only difference is the extr
Charred Graverobber	DIFFERENT	The escape cost in TEXT A is {3}{B}, while the escape cost in TEXT B is {3}{B}{B}. This is a change in the mana cost required to activate the ability.
Charmed Stray	SAME	The only difference between the two texts is the use of 'Whenever' in TEXT A versus 'When' in TEXT B. In Magic: The Gathering rules, both terms introduce a triggered ability that triggers at the same,
Chart a Course	SAME	The phrase 'attacked with a creature' in TEXT A and 'attacked' in TEXT B refer to the exact same game state. In Magic: The Gathering, a player can only attack if they have declared an attack with at a
Check for Traps	SAME	The only difference between the two texts is the inclusion of the word 'card' in the phrase 'instant card' in TEXT B. In Magic: The Gathering rules, 'instant' is a card type, so 'instant' and 'instant
Cheering Fanatic	SAME	Both texts describe the exact same triggered ability: when the creature attacks, the controller chooses a card name, and spells with that name cost 1 less to cast for the rest of the turn. The only差异s
Chilling Chronicle	SAME	The only difference is the phrasing 'Transform Chilling Chronicle' versus 'Transform this artifact'. Since the card is an artifact and the text refers to itself, these phrases are functionally and sem
Child of the Pack	SAME	The only difference between the two texts is the name of the creature token ('Savage Packmate' in TEXT A vs. no name in TEXT B). In Magic: The Gathering, the name of a token created by an effect is a 
Chishiro, the Shattered Blade	SAME	The only difference between the two texts is the inclusion of the word 'you' in TEXT B ('Equipment you control enters') versus the implied context in TEXT A ('Equipment enters under your control'). In
Chicken Egg	DIFFERENT	The token created in TEXT A is a 'Giant Chicken' that counts as a 'Chicken', whereas the token in TEXT B is a 'Giant Bird' creature. This is a change in the token's name and creature type, which can a
Chittering Harvester	SAME	The only difference between the two texts is the addition of the phrase 'of their choice' in TEXT B. In Magic: The Gathering rules, when a player is required to sacrifice a creature, they always get a
Chillerpillar	SAME	The differences between TEXT A and TEXT B are purely cosmetic and related to templating updates or minor wording clarifications that do not alter the game mechanics. Specifically: 1) The mana cost '{4
Cipherbound Spirit	SAME	The functional text in both versions is identical. The phrase 'Cipherbound Spirit can block only creatures with flying' in TEXT A is functionally equivalent to 'This creature can block only creatures'
Circle of Despair	SAME	The only difference is the target definition: TEXT A specifies 'target creature or player' while TEXT B specifies 'any target'. In Magic: The Gathering, 'any target' is functionally equivalent to 'any
Chord of Calling	SAME	The only difference between the two texts is the phrasing 'put it onto the battlefield' (TEXT A) versus 'put it onto the battlefield' (TEXT B) within the sequence of actions. TEXT A uses 'and put it'/
Circle of the Moon Druid	SAME	The change from 'As long as it's your turn' to 'During your turn' is a templating update that does not alter the functional behavior of the ability. Both phrases define the exact same window of time (
Citystalker Connoisseur	SAME	The only difference between the two texts is the explicit inclusion of the word 'nonland' in TEXT B. In Magic: The Gathering rules, a player cannot discard a land card unless a specific effect allows 
Cleric Class	SAME	The two texts describe identical game mechanics. The only differences are minor phrasing variations ('that much plus 1 life' vs 'that much life plus 1', 'its toughness' vs 'that creature's toughness')
Clan Defiance	DIFFERENT	The scope of the third option has changed. TEXT A specifies damage to a 'target player', while TEXT B specifies damage to a 'target player or planeswalker'. This is a functional change in the affected
Cleansing Meditation	SAME	The two texts describe identical game mechanics. The only differences are minor stylistic variations in the threshold condition phrasing ('If seven or more cards are in your graveyard' vs 'If thereare
Clam-I-Am	SAME	The change from 'Whenever' to 'If' in this specific context (a triggered ability that offers a choice to reroll) does not alter the game function. Both texts create a replacement-like effect or a one-
Cleansing Wildfire	SAME	The only difference between the two texts is the omission of the word 'their' before 'library' in the second clause of TEXT B ('...then shuffle' vs '...then shuffle their library'). In Magic: The Game
Clearwater Pathway	SAME	Both texts describe the exact same ability: tapping the land to add one blue mana. The only difference is the name of the land in the reminder text ('Murkwater Pathway' vs 'Clearwater Pathway'), which
Cleric of Life's Bond	SAME	The functional mechanics are identical. TEXT A uses 'Cleric of Life's Bond' to refer to the card itself, while TEXT B uses 'this creature', which is the standard Oracle templating for self-reference. 
Clever Conjurer	SAME	Both texts describe the exact same ability: a tap ability that untaps a target permanent (excluding itself) and can only be activated as a sorcery. The wording is identical in both texts provided, and
Clever Distraction	SAME	The functional text of both versions is identical. Both grant the enchanted creature an ability that taps a target creature the defending player controls when it attacks, and both have a replacement效应
Clever Lumimancer	SAME	The only difference between the two texts is the substitution of the card name 'Clever Lumimancer' with the self-referential term 'this creature'. In Magic: The Gathering rules, these are functionally
Clockwork Servant	SAME	The only difference between the two texts is the addition of the word 'this' in TEXT B ('When this creature enters' vs 'When Clockwork Servant enters'). This is a standard templating update for Oracle
Cloakwood Swarmkeeper	SAME	The functional behavior is identical. Both texts trigger on the same condition (one or more tokens entering under your control) and produce the same effect (placing a +1/+1 counter on the card itself,
Codie, Vociferous Codex	SAME	The only difference between the two texts is the phrasing 'When you cast your next spell' (TEXT A) versus 'When you next cast a spell' (TEXT B). These phrases are functionally identical in Magic: The궁
Coax from the Blind Eternities	SAME	Both texts describe the exact same functional outcome: the player may retrieve an Eldrazi card they own from outside the game or from exile and put it into their hand. The difference in wording (TEXTA
Code of Constraint	SAME	The two texts are functionally identical. The only differences are the use of a hyphen versus an em-dash in the 'Addendum' section, which is a formatting/templating variation and does not affect the规则
Collected Conjuring	SAME	The only difference between the two texts is the use of the word 'cards' in TEXT A versus 'spells' in TEXT B. In Magic: The Gathering rules, a card on the stack is a spell. Since the text refers to 'c
Collective Effort	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic: TEXT A lacks the bullet points and the em-dash before the list of modes, and uses slightly different punctuation. 
Collective Brutality	SAME	Both texts describe the exact same game mechanics: the Escalate cost (discard a card), the three available modes (hand reveal/discard, -2/-2 to creature, life loss/gain), and the specific targets and 
Colossal Badger // Dig Deep	SAME	The functional mechanics of both texts are identical. Both trigger on the creature entering the battlefield to gain 3 life. Both allow the player to choose a target creature, mill four cards, and add 
Coercive Recruiter	SAME	The difference between 'under your control' (Text A) and 'you control' (Text B) is purely grammatical and does not alter the game logic. Both texts trigger on the same event (a Pirate entering the战场),
Colossification	SAME	The two texts describe identical game mechanics. The only differences are stylistic (e.g., 'When Colossification enters' vs. 'When this Aura enters'), which are explicitly excluded from the analysis. 
Commence the Endgame	SAME	The only difference between the two texts is the inclusion of the word 'Zombies' in the 'amass' instruction in TEXT B. In Magic: The Gathering, the 'Amass' keyword has a default target of 'Zombies' if
Composer of Spring	SAME	The only difference between the two texts is the phrase 'under your control' in TEXT A versus 'you control' in TEXT B. In Magic: The Gathering rules, these phrases are functionally identical when used
Concealing Curtains	SAME	The only difference is the replacement of the card name 'Concealing Curtains' with the word 'this creature' in the transformation instruction. In Magic: The Gathering rules, referring to a card by its
Commit // Memory	SAME	The functional effects of both texts are identical. Both versions: 1) Put a target spell or nonland permanent into its owner's library second from the top, 2) Restrict casting the second half to the G
Concerted Defense	SAME	The two texts are functionally identical. The only differences are minor spelling/typographical errors in TEXT A ('plus and additional' vs 'plus an additional'), which do not alter the game mechanics,
Cone of Cold	SAME	The two texts describe identical game effects for each die roll outcome. The only differences are minor formatting (en dash vs. hyphen) and a trivial wording variation ('enter the battlefield tapped' 
Conflux	SAME	Both texts describe the exact same game effect: searching the library for one card of each of the five colors, revealing them, putting them into the hand, and shuffling. The only difference is the use
Conflagrate	SAME	The change from 'any number of target creatures and/or players' (Text A) to 'any number of targets' (Text B) is a templating update to accommodate the introduction of planeswalkers as valid targets. A
Confound	SAME	The functional difference between 'targets one or more creatures' and 'targets a creature' is negligible in this context. A spell that targets a creature inherently targets at least one creature. The舊
Cone of Flame	SAME	The functional difference between 'target creature or player' (Text A) and 'any target' (Text B) is purely a templating update. In Magic: The Gathering, 'any target' is the current shorthand for 'any:
Confounding Conundrum	SAME	The functional difference between 'a land enters under an opponent's control' (Text A) and 'a land an opponent controls enters' (Text B) is negligible in this context. Both trigger on a land entering,
Conjurer's Ban	SAME	The core function of the card is identical in both texts. Both require naming a card and preventing the use of that card until the next turn, followed by drawing a card. The difference in wording ('sp
Conspiracy	SAME	The only difference is the inclusion of the 'As this enchantment enters, choose a creature type' trigger in TEXT B. In TEXT A, the phrase 'The chosen type' implies that a choice must be made for the '
Copy Enchantment	SAME	Both texts describe the exact same game mechanic: the player has the option to have the card enter the battlefield as a copy of an existing enchantment. The difference between 'Copy Enchantment' (the 
Contract Killing	SAME	Both texts describe the exact same game effect: destroying a target creature and creating two Treasure tokens. The only differences are the explicit mention of the word 'artifact' in the token name in
Containment Priest	SAME	The only difference between the two texts is the omission of the word 'the' before 'battlefield' in TEXT A. This is a minor grammatical variation that does not alter the game mechanics, scope, or any 
Antique Collector	SAME	The functional mechanics are identical. Both texts establish the same blocking restriction (power 2 or less) and the same triggered ability for creatures you control. The triggered ability in both has
Copy Land	SAME	The only difference between the two texts is the subject of the sentence: TEXT A uses the card name 'Copy Land' while TEXT B uses the pronoun 'this enchantment'. In the context of a card's rules text,
Copycrook	SAME	The two texts describe identical game mechanics. The only differences are minor phrasing variations ('Copycrook' vs 'this creature', 'enter the battlefield' vs 'enter') which are explicitly ignored by
Corpse Knight	SAME	The phrase 'enters under your control' in TEXT A is functionally identical to 'you control enters' in TEXT B. Both trigger on the same event (a creature entering the battlefield controlled by the card
Corruption of Towashi	SAME	The only difference between the two texts is the phrasing 'a permanent enters under your control transformed' (TEXT A) versus 'a permanent you control enters transformed' (TEXT B). These phrases are功能
Cosima, God of the Voyage	SAME	The only difference between the two texts is the phrase 'under your control' in TEXT A versus 'you control' in TEXT B. In Magic: The Gathering rules, these phrases are functionally identical when used
Corpsejack Menace	SAME	The only differences between the two texts are the replacement of 'placed' with 'put' and the removal of the word 'would' in the second clause (which is a minor grammatical adjustment in the template,
Corpseweft	SAME	The only difference between the two texts is the terminology used to introduce the token: TEXT A uses 'Put ... onto the battlefield' while TEXT B uses 'Create'. Under the rules of Magic: The Gathering
Counterlash	SAME	The core function of the card is identical in both texts. Both texts establish the same primary effect (countering a target spell) and the same secondary effect (allowing the player to cast a spell of
Covert Cutpurse	SAME	The only difference between the two texts is the phrasing 'When Covert Cutpurse enters' (TEXT A) versus 'When this creature enters' (TEXT B). This is a standard templating variation where the card's *
Covetous Castaway	SAME	The core function of the card remains identical between the two texts. Both specify that the ability triggers when the creature dies and requires the player to mill exactly three cards. The only added
Covetous Geist	SAME	The only difference between the two texts is the removal of the flavor text line 'Covert Cutpurse' in TEXT B. The functional rules text regarding Flying, Deathtouch, and the replacement effect that ex
Cradle of Safety	SAME	The only difference between the two texts is the phrasing 'When Cradle of Safety enters' (TEXT A) versus 'When this Aura enters' (TEXT B). In Magic: The Gathering rules, these phrases are functionally
Cragcrown Pathway	SAME	Both texts describe the exact same ability: tapping the card to add one red mana. The mention of 'Timbercrown Pathway' in TEXT A is a reference to the card's other face (which is not part of the rules
Cradle of the Accursed	SAME	The functional differences between the two texts are purely cosmetic or due to templating updates, not changes in game mechanics. Specifically: 1) The mana symbol '{1}' in Text A is functionally {C} (
Cranial Extraction	SAME	The two texts describe identical game mechanics. The change from 'Name' to 'Choose' is purely templating (Oracle text standardization) and does not alter the function. The instruction to 'shuffles' in
Undying Beast	SAME	The change from 'Undying Beast' to 'this creature' and 'it' is a standard templating update for clarity and consistency in Oracle text. Both texts describe the exact same triggered ability: when the 4
Creeping Inn	SAME	The functional mechanics of the card are identical in both texts. The only differences are the replacement of the card name 'Creeping Inn' with the generic 'this creature' (a standard Oracle templing)
Creative Outburst	SAME	The only difference between the two texts is the mana cost notation: TEXT A uses `{UR}{UR}` while TEXT B uses `{U/R}{U/R}`. In Magic: The Gathering, `{U/R}` is the standard symbol for a hybrid mana of
Crown of Gondor	SAME	The only difference between the texts is the phrasing 'under your control' (TEXT A) versus 'you control' (TEXT B) in the triggered ability. In Magic: The Gathering rules, these phrases are functionaly
Crucible of the Spirit Dragon	SAME	The only difference between the two texts is the substitution of the card name 'Crucible of the Spirit Dragon' with the self-referential term 'this land' in the second and third abilities. In Magic: T
Crew Captain	SAME	The phrase 'Crew Captain has indestructible' in TEXT A is functionally identical to 'This creature has indestructible' in TEXT B, as the subject is the card itself. The condition 'as long as it [the]s
Cruel Reality	SAME	The addition of 'of their choice' in TEXT B is a clarification of the implicit rule that a player chooses which object to sacrifice when multiple are available. It does not change the game mechanics, 
Crook of Condemnation	SAME	The functional difference between 'Exile all cards from all graveyards' (Text A) and 'Exile all graveyards' (Text B) is non-existent in the context of the game rules. Both phrases result in the same: 
Cryptic Command	SAME	Both texts present the exact same four options with identical functional parameters: 'Counter target spell', 'Return target permanent to its owner's hand', 'Tap all creatures your opponents control','
Crush Dissent	SAME	The functional difference between 'Amass 2' and 'Amass Zombies 2' is negligible in this specific context. Both rules instruct the player to put two +1/+1 counters on an Army they control, and if they,
Cruel Witness	SAME	The text in TEXT A describes the exact same mechanical effect as the 'surveil 1' ability in TEXT B. The parenthetical definition of surveil 1 in TEXT B ('Look at the top card of your library. You may,
Cult Guildmage	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or templating updates: 'Activate this ability only any time you could cast a sorcery' is functionally identical to'
Curse of Leeches	SAME	The two texts describe identical game mechanics. The only differences are stylistic: TEXT B uses the modern pronoun 'they' instead of 'that player', and TEXT A includes the name of the other side of a
Cunning Nightbonder	SAME	The only difference between the two texts is the formatting of the mana cost ('1' vs '{1}'). In Magic: The Gathering, the number '1' in a cost context is functionally identical to '{1}'. No numbers, z
Curse of Opulence	SAME	Both texts describe the exact same game mechanics: the card enchants a player, triggers when that player is attacked, and creates a Gold token (defined as an artifact with the ability to produce mana)
Curse of the Fire Penguin	DIFFERENT	The two texts describe completely different card types and mechanics. TEXT A describes a creature with Trample and a self-recurring ability. TEXT B describes an Aura enchantment with a static effect. 
Custodi Lich	SAME	The only difference is the addition of 'of their choice' in TEXT B. In Magic: The Gathering rules, when a player is instructed to sacrifice a creature, they always choose which one to sacrifice unless
Curse of the Restless Dead	SAME	The only difference between the two texts is the phrasing 'enters under enchanted player's control' (TEXT A) versus 'enters' immediately following 'land enchanted player controls' (TEXT B). In Magic: 
Curse of the Cabal	SAME	The differences between TEXT A and TEXT B are purely stylistic and templating-related, not functional. Both texts describe the exact same game mechanics: (1) The initial effect requires the target to 
Curse of Shallow Graves	SAME	The only difference between the texts is the phrasing 'put a ... token onto the battlefield' (Text A) versus 'create a ... token' (Text B). As per the instructions, this is a templating change that is
Cyberdrive Awakener	SAME	The functional effect of the triggered ability is identical in both texts. Both state that when the card enters the battlefield, each noncreature artifact you control becomes a 4/4 artifact creature. 
Custodi Soulcaller	SAME	The functional mechanics of both the 'Melee' ability and the triggered ability to return a creature from the graveyard are identical in both texts. The only differences are stylistic: TEXT A uses 'C'c
Cycle of Life	SAME	The phrase 'becomes 0/1' in TEXT A is functionally equivalent to 'has base power and toughness 0/1' in TEXT B. In Magic: The Gathering rules, setting a creature's power and toughness to specific value
Daghatar the Adamant	SAME	The only difference between the two texts is the mana cost notation: TEXT A uses '{1}{BG}{BG}' while TEXT B uses '{1}{B/G}{B/G}'. In Magic: The Gathering, 'BG' in older texts is a common abbreviation/
Daggersail Aeronaut	SAME	The phrase 'As long as it's your turn' and 'During your turn' both establish the exact same continuous condition for the ability 'flying'. There is no difference in timing, scope, or function between 
Darigaaz Reincarnated	SAME	The two texts describe identical game mechanics. The only differences are the use of the card name 'Darigaaz' in TEXT A versus the phrase 'this card' in TEXT B, which is a standard templating update (
Daring Buccaneer	SAME	The only difference between the two texts is the formatting of the mana cost ('2' vs '{2}'). In Magic: The Gathering, the curly braces are the standard notation for mana costs, but the number '2' in a
Danse Macabre	SAME	The functional mechanics of both texts are identical. Both require each player to sacrifice a nontoken creature, roll a d20 adding the sacrificed creature's toughness, and return 1 or 2 creature cards
Dark Nourishment	SAME	The only difference is the target restriction. TEXT A specifies 'target creature or player', while TEXT B uses 'any target'. In Magic: The Gathering, 'any target' is functionally equivalent to 'target
Daring Fiendbonder	SAME	The two texts describe identical game mechanics. The differences are purely stylistic or templating updates: 'Daring Fiendbonder' vs 'this card' (referring to the same object), 'from your graveyard' (
Darksteel Monolith	SAME	The only difference between the two texts is the inclusion of the word 'that' in TEXT A ('a colorless spell that you cast') versus its omission in TEXT B ('a colorless spell you cast'). This is a pure
Daring Sleuth	SAME	The functional behavior is identical. Both texts trigger on the same condition (sacrificing a Clue) and perform the same action (transforming the card). The change from the specific name 'Daring Sleut
Darkbore Pathway	SAME	Both texts describe the exact same ability: tapping the card to add one black mana. The only difference is the name of the alternate mode ('Slitherbore Pathway' in TEXT A vs the actual name 'Darkbore'
Darksteel Splicer	SAME	The only difference between the texts is the scope of the trigger condition. TEXT A says 'under your control' while TEXT B says 'you control'. In Magic: The Gathering rules, a permanent entering 'your
Davriel's Withering	DIFFERENT	The scope of the target has changed. TEXT A allows targeting any creature (including your own), while TEXT B restricts the target to 'an opponent controls'. This is a functional change in targeting.
Dauntless Avenger	SAME	The only difference between the two texts is the subject of the trigger condition. TEXT A uses the card name 'Dauntless Avenger', while TEXT B uses the standard templating 'this creature'. In Magic: T
Dauntless Dismantler	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or templating updates: 'enter the battlefield tapped' vs 'enter tapped' (synonymous), 'your opponents control' vs '
Dawn to Dusk	SAME	Both texts describe the exact same modal choice: the player may choose to return a target enchantment from their graveyard to their hand, destroy a target enchantment, or do both. The core mechanics, 
Dawn Charm	SAME	Both texts offer the exact same three choices with identical functional parameters: (1) preventing all combat damage for the turn, (2) regenerating a target creature, and (3) countering a target spell
Dawnhart Disciple	SAME	The functional behavior is identical. Both texts trigger on the same event (another Human entering the battlefield under the controller's control) and apply the exact same effect (+1/+1 until end of t
Deadly Vanity	SAME	The functional text of both versions is identical: both require choosing a creature or planeswalker and then destroying all other creatures and planeswalkers. The only difference is the inclusion of a
Dawnhart Mentor	SAME	The only difference between the two texts is the phrasing 'When Dawnhart Mentor enters' (TEXT A) versus 'When this creature enters' (TEXT B). This is a standard templating update where the card name/‘
